model_name,source_project,target_project,scenario,top-1,top-5,top-10,MAP,MRR
COOBA,pydata/xarray,lightning-ai/lightning,CP-transfer,0.0933333333333333,0.56,0.6666666666666666,0.2699322006891098,0.3124646861744327
COOBA,lightning-ai/lightning,ipython/ipython,WP-small,0.0059171597633136,0.0236686390532544,0.059171597633136,0.0289783445485471,0.0342978299919618
COOBA,localstack/localstack,jupyterlab/jupyterlab,CP-transfer,0.15,0.275,0.475,0.2207747113997114,0.2204969336219336
COOBA,lightning-ai/lightning,prefecthq/prefect,WP-small,0.1341463414634146,0.2195121951219512,0.3170731707317073,0.1466391221864868,0.1869520648765172
COOBA,lightning-ai/lightning,ipython/ipython,WP-large,0.0414201183431952,0.1538461538461538,0.1952662721893491,0.0802889268129152,0.0959362218588929
COOBA,lightning-ai/lightning,prefecthq/prefect,WP-large,0.1097560975609756,0.2682926829268293,0.3536585365853658,0.1531474216790978,0.1828843254394002
COOBA,lightning-ai/lightning,ipython/ipython,CP-cold-start,0.0,0.0,0.0,0.0041268644890799,0.0038962106420015
COOBA,lightning-ai/lightning,prefecthq/prefect,CP-cold-start,0.0,0.0,0.0,0.0084009548261514,0.00528972844566
COOBA,lightning-ai/lightning,prefecthq/prefect,CP-transfer,0.1097560975609756,0.2560975609756097,0.3536585365853658,0.1492590211025167,0.1861734732964174
COOBA,prefecthq/prefect,lightning-ai/lightning,WP-small,0.2133333333333333,0.5333333333333333,0.6533333333333333,0.2898676664410867,0.360904712873294
COOBA,lightning-ai/lightning,ipython/ipython,CP-transfer,0.0236686390532544,0.1242603550295858,0.2011834319526627,0.0677599277527532,0.0749727240518479
COOBA,prefecthq/prefect,lightning-ai/lightning,WP-large,0.2933333333333333,0.5333333333333333,0.6533333333333333,0.3309058451098416,0.4159567913175994
COOBA,prefecthq/prefect,lightning-ai/lightning,CP-cold-start,0.0,0.0533333333333333,0.0933333333333333,0.0388901216452521,0.0459014792484654
COOBA,qiskit/qiskit,jupyterlab/jupyterlab,CP-transfer,0.0,0.175,0.5,0.095500992063492,0.0930357142857142
COOBA,lightning-ai/lightning,numpy/numpy,WP-small,0.0124223602484472,0.0869565217391304,0.1677018633540372,0.05557956176238,0.0581096031839664
COOBA,prefecthq/prefect,lightning-ai/lightning,CP-transfer,0.24,0.5333333333333333,0.64,0.2608009944567441,0.3638553035988105
COOBA,lightning-ai/lightning,scikit-learn/scikit-learn,WP-small,0.0,0.0869565217391304,0.1304347826086956,0.0426333313849993,0.0446215408755717
COOBA,lightning-ai/lightning,scikit-learn/scikit-learn,WP-large,0.0217391304347826,0.0434782608695652,0.0652173913043478,0.0438524022335736,0.04353271408898
COOBA,lightning-ai/lightning,scikit-learn/scikit-learn,CP-cold-start,0.0434782608695652,0.0652173913043478,0.108695652173913,0.0509891656557024,0.060817064206427
COOBA,lightning-ai/lightning,numpy/numpy,WP-large,0.0496894409937888,0.1366459627329192,0.217391304347826,0.0900366803123352,0.101524306452817
COOBA,lightning-ai/lightning,numpy/numpy,CP-cold-start,0.0,0.0,0.0,0.0026519554705554,0.0019910796381845
COOBA,lightning-ai/lightning,scikit-learn/scikit-learn,CP-transfer,0.0217391304347826,0.0434782608695652,0.108695652173913,0.0480145165991101,0.0478716479779806
COOBA,scikit-learn/scikit-learn,lightning-ai/lightning,WP-small,0.28,0.5333333333333333,0.6666666666666666,0.3030903669851029,0.4014136698449859
COOBA,scikit-learn/scikit-learn,lightning-ai/lightning,WP-large,0.2266666666666666,0.5066666666666667,0.68,0.2784405502237795,0.3587735359345952
COOBA,scikit-learn/scikit-learn,lightning-ai/lightning,CP-cold-start,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0179957926573653,0.0223967229160686
COOBA,lightning-ai/lightning,numpy/numpy,CP-transfer,0.0124223602484472,0.0993788819875776,0.1304347826086956,0.0637748962977751,0.065703701474047
COOBA,numpy/numpy,lightning-ai/lightning,WP-small,0.1466666666666666,0.4933333333333333,0.6533333333333333,0.2636568007596599,0.3261502440286257
COOBA,numpy/numpy,lightning-ai/lightning,WP-large,0.2933333333333333,0.5866666666666667,0.7333333333333333,0.3431935190571171,0.4335510322215756
COOBA,scikit-learn/scikit-learn,lightning-ai/lightning,CP-transfer,0.32,0.52,0.6666666666666666,0.3262092748383352,0.4366976411422189
COOBA,lightning-ai/lightning,ansible/ansible,WP-small,0.0,0.0064935064935064,0.0129870129870129,0.0059831310475753,0.0060512873338439
COOBA,lightning-ai/lightning,ansible/ansible,WP-large,0.0,0.0194805194805194,0.0194805194805194,0.0053948469033412,0.0055286952669908
COOBA,numpy/numpy,lightning-ai/lightning,CP-cold-start,0.0266666666666666,0.1066666666666666,0.1066666666666666,0.0747419178710484,0.0770772748968921
BLAZE,jupyterlab/jupyterlab,ipython/ipython,WP-small,0.2308,0.4734,0.5858,0.3119,0.3555
COOBA,lightning-ai/lightning,ansible/ansible,CP-cold-start,0.0,0.0,0.0064935064935064,0.0023907147511016,0.0023954475139233
COOBA,lightning-ai/lightning,ansible/ansible,CP-transfer,0.0,0.0129870129870129,0.0129870129870129,0.0083727355577562,0.0084002445837592
COOBA,ansible/ansible,lightning-ai/lightning,WP-small,0.0666666666666666,0.4,0.5866666666666667,0.1891727520734335,0.2251551432672015
COOBA,ansible/ansible,lightning-ai/lightning,WP-large,0.28,0.52,0.6933333333333334,0.3266353667118947,0.40060261615883
COOBA,ansible/ansible,lightning-ai/lightning,CP-cold-start,0.0133333333333333,0.0666666666666666,0.1466666666666666,0.0463140118161065,0.0516143731771099
COOBA,numpy/numpy,lightning-ai/lightning,CP-transfer,0.0533333333333333,0.44,0.6533333333333333,0.2085365831570826,0.2520085696708128
COOBA,ansible/ansible,lightning-ai/lightning,CP-transfer,0.2933333333333333,0.52,0.6133333333333333,0.3255592587150862,0.4223429996776618
COOBA,lightning-ai/lightning,wagtail/wagtail,WP-small,0.0121951219512195,0.0609756097560975,0.0975609756097561,0.0241891935719201,0.0341749541175653
COOBA,lightning-ai/lightning,wagtail/wagtail,WP-large,0.0609756097560975,0.1097560975609756,0.1341463414634146,0.0674028146607191,0.0794315929195811
COOBA,lightning-ai/lightning,wagtail/wagtail,CP-cold-start,0.0,0.024390243902439,0.024390243902439,0.0069197102652059,0.0092724802992355
COOBA,lightning-ai/lightning,wagtail/wagtail,CP-transfer,0.0,0.0365853658536585,0.1097560975609756,0.0211513818261556,0.0232594084527653
COOBA,lightning-ai/lightning,localstack/localstack,WP-small,0.0421052631578947,0.2631578947368421,0.3052631578947368,0.1091218963070303,0.1431703619455817
COOBA,lightning-ai/lightning,localstack/localstack,WP-large,0.0736842105263157,0.2210526315789473,0.3263157894736842,0.1224966303291166,0.1606701035291202
COOBA,lightning-ai/lightning,localstack/localstack,CP-cold-start,0.0105263157894736,0.0421052631578947,0.0842105263157894,0.0233772850105983,0.0362721324442976
COOBA,lightning-ai/lightning,localstack/localstack,CP-transfer,0.0736842105263157,0.2631578947368421,0.3368421052631579,0.1193175984454234,0.1580892177551091
COOBA,localstack/localstack,lightning-ai/lightning,WP-small,0.16,0.5066666666666667,0.64,0.2359685707582289,0.3128522471947559
COOBA,localstack/localstack,lightning-ai/lightning,WP-large,0.28,0.56,0.7333333333333333,0.3384838155298188,0.4247479292357156
COOBA,localstack/localstack,lightning-ai/lightning,CP-cold-start,0.0266666666666666,0.3066666666666666,0.4266666666666667,0.1004514570189656,0.1484707115246822
BLAZE,jupyterlab/jupyterlab,ipython/ipython,WP-large,0.3136,0.6213,0.7337,0.3896,0.4524
BLAZE,jupyterlab/jupyterlab,ipython/ipython,CP-cold-start,0.1065,0.2604,0.3254,0.1606,0.1894
BLAZE,jupyterlab/jupyterlab,ipython/ipython,CP-transfer,0.2722,0.5385,0.6272,0.3403,0.3918
BLAZE,ipython/ipython,jupyterlab/jupyterlab,WP-small,0.175,0.325,0.475,0.2124,0.2753
BLAZE,ipython/ipython,jupyterlab/jupyterlab,WP-large,0.325,0.5,0.575,0.3532,0.4302
COOBA,prefecthq/prefect,scikit-learn/scikit-learn,WP-small,0.0,0.0,0.0869565217391304,0.021177045424084,0.0200007366710489
COOBA,localstack/localstack,lightning-ai/lightning,CP-transfer,0.28,0.52,0.6666666666666666,0.3237678552464799,0.4165016612273669
BLAZE,ipython/ipython,jupyterlab/jupyterlab,CP-cold-start,0.225,0.375,0.45,0.2435,0.3257
COOBA,prefecthq/prefect,pydata/xarray,WP-small,0.04,0.24,0.32,0.1382855819449038,0.1611918376131896
COOBA,prefecthq/prefect,scikit-learn/scikit-learn,WP-large,0.0,0.0217391304347826,0.0652173913043478,0.0235515869467276,0.023172014828025
COOBA,prefecthq/prefect,pydata/xarray,WP-large,0.16,0.32,0.36,0.2202156590829032,0.2700765845761575
BLAZE,ipython/ipython,jupyterlab/jupyterlab,CP-transfer,0.275,0.475,0.55,0.2935,0.3937
BLAZE,jupyterlab/jupyterlab,mesonbuild/meson,WP-small,0.2011,0.4233,0.5344,0.2542,0.313
BLAZE,jupyterlab/jupyterlab,mesonbuild/meson,WP-large,0.3228,0.6138,0.7249,0.3965,0.4588
COOBA,prefecthq/prefect,scikit-learn/scikit-learn,CP-cold-start,0.0,0.0,0.0,0.0012279219009845,0.0011343804912337
COOBA,prefecthq/prefect,pydata/xarray,CP-cold-start,0.0,0.0,0.0,0.0078521202445344,0.0063884632714202
BLAZE,jupyterlab/jupyterlab,mesonbuild/meson,CP-cold-start,0.0847,0.3069,0.3915,0.1633,0.196
COOBA,prefecthq/prefect,scikit-learn/scikit-learn,CP-transfer,0.0,0.0217391304347826,0.108695652173913,0.0287156611211833,0.0284088787092219
COOBA,scikit-learn/scikit-learn,prefecthq/prefect,WP-small,0.0975609756097561,0.1951219512195122,0.3170731707317073,0.1216293858863392,0.1551825477069765
COOBA,scikit-learn/scikit-learn,prefecthq/prefect,WP-large,0.1463414634146341,0.2682926829268293,0.3536585365853658,0.1688447166220605,0.2070365699150985
COOBA,prefecthq/prefect,pydata/xarray,CP-transfer,0.12,0.32,0.52,0.2109011414872423,0.2467085313718357
COOBA,pydata/xarray,prefecthq/prefect,WP-small,0.0975609756097561,0.2195121951219512,0.3048780487804878,0.1289770736338512,0.1552757394277517
COOBA,scikit-learn/scikit-learn,prefecthq/prefect,CP-cold-start,0.0,0.0,0.0,0.0071420943043403,0.0045390397678019
COOBA,pydata/xarray,prefecthq/prefect,WP-large,0.1219512195121951,0.2439024390243902,0.2804878048780488,0.1406267369366244,0.1767060949059888
COOBA,pydata/xarray,prefecthq/prefect,CP-cold-start,0.0,0.048780487804878,0.048780487804878,0.0146352240034146,0.0216814973686852
COOBA,scikit-learn/scikit-learn,prefecthq/prefect,CP-transfer,0.1341463414634146,0.2560975609756097,0.3170731707317073,0.1533115860983855,0.1928372203198283
COOBA,prefecthq/prefect,ansible/ansible,WP-small,0.0064935064935064,0.0129870129870129,0.0129870129870129,0.0096982206795343,0.0097399917689049
COOBA,pydata/xarray,prefecthq/prefect,CP-transfer,0.0609756097560975,0.2317073170731707,0.3048780487804878,0.117660603590643,0.1421719598066178
COOBA,prefecthq/prefect,ansible/ansible,WP-large,0.0064935064935064,0.0129870129870129,0.0129870129870129,0.010813378985772,0.0107540532761847
COOBA,prefecthq/prefect,ansible/ansible,CP-cold-start,0.0,0.0,0.0,0.0013033375324435,0.0014859938881294
COOBA,prefecthq/prefect,ansible/ansible,CP-transfer,0.0,0.0129870129870129,0.0129870129870129,0.0088463157454,0.0088026094516937
COOBA,ansible/ansible,prefecthq/prefect,WP-small,0.1219512195121951,0.1951219512195122,0.3048780487804878,0.1414593173939684,0.1729128712521743
COOBA,ansible/ansible,prefecthq/prefect,WP-large,0.1463414634146341,0.2682926829268293,0.3536585365853658,0.1621796255219228,0.2128733296102377
COOBA,ansible/ansible,prefecthq/prefect,CP-cold-start,0.0121951219512195,0.048780487804878,0.073170731707317,0.0294744062171368,0.0391108403205656
COOBA,ansible/ansible,prefecthq/prefect,CP-transfer,0.1463414634146341,0.2682926829268293,0.3414634146341463,0.1677417807797693,0.2128662750365818
COOBA,prefecthq/prefect,wagtail/wagtail,WP-small,0.0121951219512195,0.0853658536585365,0.1097560975609756,0.0437232558127025,0.052120431706858
COOBA,prefecthq/prefect,wagtail/wagtail,WP-large,0.0609756097560975,0.0975609756097561,0.1341463414634146,0.0669326956014579,0.0795155195340773
COOBA,prefecthq/prefect,wagtail/wagtail,CP-cold-start,0.0121951219512195,0.0121951219512195,0.0121951219512195,0.005513190311268,0.013411229293125
COOBA,prefecthq/prefect,wagtail/wagtail,CP-transfer,0.024390243902439,0.0975609756097561,0.1219512195121951,0.0479784954697865,0.0494480656013456
COOBA,pydata/xarray,scikit-learn/scikit-learn,WP-small,0.0,0.0,0.0434782608695652,0.0175505568925184,0.0165399234385958
COOBA,pydata/xarray,scikit-learn/scikit-learn,WP-large,0.0,0.0217391304347826,0.0434782608695652,0.0234275295379472,0.0232672731276908
COOBA,pydata/xarray,scikit-learn/scikit-learn,CP-cold-start,0.0,0.0,0.0434782608695652,0.0079409703381985,0.0078762783237329
COOBA,pydata/xarray,scikit-learn/scikit-learn,CP-transfer,0.0,0.0,0.0217391304347826,0.0167705467150602,0.015655838111915
COOBA,scikit-learn/scikit-learn,pydata/xarray,WP-small,0.0,0.08,0.28,0.081370083864888,0.0860697926480409
COOBA,scikit-learn/scikit-learn,pydata/xarray,WP-large,0.16,0.36,0.68,0.2537085888437624,0.3020033004820239
COOBA,scikit-learn/scikit-learn,pydata/xarray,CP-cold-start,0.0,0.0,0.0,0.0078502904078962,0.0064187900117038
COOBA,scikit-learn/scikit-learn,pydata/xarray,CP-transfer,0.08,0.36,0.52,0.1739918978438475,0.2056555152521685
BLAZE,jupyterlab/jupyterlab,mesonbuild/meson,CP-transfer,0.254,0.4921,0.6138,0.3061,0.372
BLAZE,mesonbuild/meson,jupyterlab/jupyterlab,WP-small,0.025,0.025,0.025,0.0418,0.0424
BLAZE,mesonbuild/meson,jupyterlab/jupyterlab,WP-large,0.35,0.55,0.675,0.3795,0.4886
BLAZE,mesonbuild/meson,jupyterlab/jupyterlab,CP-cold-start,0.125,0.375,0.475,0.2041,0.2659
BLAZE,mesonbuild/meson,jupyterlab/jupyterlab,CP-transfer,0.3,0.425,0.5,0.2888,0.3967
BLAZE,jupyterlab/jupyterlab,ansible/ansible,WP-small,0.2338,0.4286,0.5065,0.2696,0.3287
BLAZE,jupyterlab/jupyterlab,ansible/ansible,WP-large,0.2468,0.5195,0.6169,0.3065,0.3698
BLAZE,jupyterlab/jupyterlab,ansible/ansible,CP-cold-start,0.1299,0.2078,0.2727,0.1462,0.1849
BLAZE,jupyterlab/jupyterlab,ansible/ansible,CP-transfer,0.2338,0.4416,0.539,0.2645,0.3346
BLAZE,ansible/ansible,jupyterlab/jupyterlab,WP-small,0.0,0.025,0.025,0.0228,0.0225
BLAZE,ansible/ansible,jupyterlab/jupyterlab,WP-large,0.4,0.55,0.7,0.3898,0.5124
BLAZE,ansible/ansible,jupyterlab/jupyterlab,CP-cold-start,0.2,0.375,0.475,0.24,0.2944
BLAZE,ansible/ansible,jupyterlab/jupyterlab,CP-transfer,0.25,0.525,0.6,0.2928,0.3965
BLAZE,jupyterlab/jupyterlab,docker/compose,WP-small,0.1026,0.2735,0.4615,0.1862,0.2031
BLAZE,jupyterlab/jupyterlab,docker/compose,WP-large,0.4274,0.6239,0.6923,0.445,0.526
BLAZE,jupyterlab/jupyterlab,docker/compose,CP-cold-start,0.0513,0.1026,0.1966,0.0866,0.1027
BLAZE,jupyterlab/jupyterlab,docker/compose,CP-transfer,0.3162,0.6068,0.6752,0.3519,0.4398
BLAZE,docker/compose,jupyterlab/jupyterlab,WP-small,0.0,0.025,0.025,0.0298,0.0291
BLAZE,docker/compose,jupyterlab/jupyterlab,WP-large,0.35,0.6,0.675,0.3942,0.4942
BLAZE,docker/compose,jupyterlab/jupyterlab,CP-cold-start,0.125,0.25,0.3,0.1558,0.2042
BLAZE,docker/compose,jupyterlab/jupyterlab,CP-transfer,0.125,0.275,0.325,0.1757,0.2202
BLAZE,jupyterlab/jupyterlab,localstack/localstack,WP-small,0.2105,0.4105,0.5474,0.1911,0.3125
COOBA,numpy/numpy,qiskit/qiskit,WP-small,0.0588235294117647,0.2022058823529411,0.25,0.1016864698340864,0.1264197789208666
COOBA,numpy/numpy,qiskit/qiskit,WP-large,0.0992647058823529,0.2242647058823529,0.2794117647058823,0.1205096794028823,0.1609854986917605
COOBA,numpy/numpy,qiskit/qiskit,CP-cold-start,0.0036764705882352,0.0110294117647058,0.0294117647058823,0.0129104019681301,0.0159255381449337
COOBA,numpy/numpy,qiskit/qiskit,CP-transfer,0.0441176470588235,0.1580882352941176,0.25,0.0837457964422536,0.1062136058369676
COOBA,qiskit/qiskit,numpy/numpy,WP-small,0.0062111801242236,0.0683229813664596,0.124223602484472,0.0490262035003802,0.051515451646814
COOBA,qiskit/qiskit,numpy/numpy,WP-large,0.0434782608695652,0.1304347826086956,0.1987577639751552,0.0861290308317347,0.0933520216301408
BLAZE,jupyterlab/jupyterlab,localstack/localstack,WP-large,0.2737,0.5158,0.5789,0.2548,0.3873
BLAZE,jupyterlab/jupyterlab,localstack/localstack,CP-cold-start,0.1579,0.3368,0.3895,0.1571,0.2455
BLAZE,jupyterlab/jupyterlab,localstack/localstack,CP-transfer,0.1789,0.4316,0.5474,0.2066,0.2963
BLAZE,localstack/localstack,jupyterlab/jupyterlab,WP-small,0.125,0.35,0.4,0.183,0.2331
BLAZE,localstack/localstack,jupyterlab/jupyterlab,WP-large,0.4,0.575,0.65,0.3669,0.5046
COOBA,qiskit/qiskit,numpy/numpy,CP-cold-start,0.0062111801242236,0.0062111801242236,0.0062111801242236,0.0045007988499477,0.0089334297901734
BLAZE,localstack/localstack,jupyterlab/jupyterlab,CP-cold-start,0.125,0.25,0.325,0.1274,0.2148
COOBA,numpy/numpy,mesonbuild/meson,WP-small,0.037037037037037,0.1375661375661375,0.1904761904761904,0.0797957286969798,0.0879525259011111
COOBA,numpy/numpy,mesonbuild/meson,WP-large,0.0423280423280423,0.1587301587301587,0.201058201058201,0.0832961871042677,0.0915922748002948
COOBA,numpy/numpy,mesonbuild/meson,CP-cold-start,0.0052910052910052,0.0211640211640211,0.0582010582010582,0.0219664625604772,0.0241480332046649
COOBA,numpy/numpy,mesonbuild/meson,CP-transfer,0.0582010582010582,0.1481481481481481,0.1957671957671957,0.0929184313777091,0.1023676399104348
COOBA,qiskit/qiskit,numpy/numpy,CP-transfer,0.0496894409937888,0.1180124223602484,0.217391304347826,0.0958459971305327,0.0999577116339942
COOBA,numpy/numpy,localstack/localstack,WP-small,0.0421052631578947,0.1052631578947368,0.1894736842105263,0.0797917959983017,0.0963085193420423
COOBA,numpy/numpy,localstack/localstack,WP-large,0.0947368421052631,0.2210526315789473,0.3157894736842105,0.1354938816341489,0.1768192719161686
BLAZE,localstack/localstack,jupyterlab/jupyterlab,CP-transfer,0.225,0.475,0.525,0.2731,0.353
COOBA,numpy/numpy,localstack/localstack,CP-cold-start,0.0105263157894736,0.0421052631578947,0.0526315789473684,0.0160378682146335,0.0284804021551212
BLAZE,jupyterlab/jupyterlab,wagtail/wagtail,WP-small,0.0854,0.2561,0.4024,0.1432,0.1901
BLAZE,jupyterlab/jupyterlab,wagtail/wagtail,WP-large,0.2073,0.4512,0.561,0.2695,0.3279
BLAZE,jupyterlab/jupyterlab,wagtail/wagtail,CP-cold-start,0.0732,0.1951,0.2927,0.1111,0.1446
BLAZE,jupyterlab/jupyterlab,wagtail/wagtail,CP-transfer,0.1463,0.3902,0.4756,0.1879,0.258
COOBA,numpy/numpy,localstack/localstack,CP-transfer,0.0631578947368421,0.2105263157894736,0.3684210526315789,0.1307882012417255,0.157650823104764
COOBA,localstack/localstack,numpy/numpy,WP-small,0.0248447204968944,0.0807453416149068,0.1801242236024844,0.0623523844335541,0.0679112619121089
BLAZE,wagtail/wagtail,jupyterlab/jupyterlab,WP-small,0.0,0.025,0.025,0.0268,0.0265
BLAZE,wagtail/wagtail,jupyterlab/jupyterlab,WP-large,0.3,0.5,0.575,0.3268,0.4264
BLAZE,wagtail/wagtail,jupyterlab/jupyterlab,CP-cold-start,0.1,0.375,0.425,0.1959,0.2334
BLAZE,wagtail/wagtail,jupyterlab/jupyterlab,CP-transfer,0.2,0.5,0.5,0.2648,0.3347
BLAZE,jupyterlab/jupyterlab,qiskit/qiskit,WP-small,0.2721,0.5,0.6103,0.3059,0.3815
COOBA,localstack/localstack,numpy/numpy,WP-large,0.0496894409937888,0.15527950310559,0.2049689440993788,0.094236116483454,0.1047452128585934
BLAZE,jupyterlab/jupyterlab,qiskit/qiskit,WP-large,0.364,0.5809,0.6949,0.3953,0.4704
BLAZE,jupyterlab/jupyterlab,qiskit/qiskit,CP-cold-start,0.1066,0.25,0.3456,0.1415,0.1905
COOBA,localstack/localstack,numpy/numpy,CP-cold-start,0.0,0.0124223602484472,0.0186335403726708,0.0115631030257352,0.0136889929162251
COOBA,localstack/localstack,numpy/numpy,CP-transfer,0.0186335403726708,0.0869565217391304,0.0993788819875776,0.0510635041366562,0.0567120102410517
COOBA,prefecthq/prefect,numpy/numpy,WP-small,0.0062111801242236,0.0745341614906832,0.1428571428571428,0.0475856467419479,0.0464553955673879
COOBA,prefecthq/prefect,numpy/numpy,WP-large,0.0434782608695652,0.1490683229813664,0.2360248447204969,0.0927992272544211,0.1031706698114082
COOBA,prefecthq/prefect,numpy/numpy,CP-cold-start,0.0124223602484472,0.0807453416149068,0.1304347826086956,0.0441663895295417,0.0540164641565956
COOBA,prefecthq/prefect,numpy/numpy,CP-transfer,0.0248447204968944,0.0496894409937888,0.062111801242236,0.0443942176178606,0.0479400594402927
COOBA,numpy/numpy,prefecthq/prefect,WP-small,0.0609756097560975,0.1951219512195122,0.3292682926829268,0.1125299293928128,0.1379855337110031
COOBA,numpy/numpy,prefecthq/prefect,WP-large,0.1585365853658536,0.2560975609756097,0.3536585365853658,0.1628215677370059,0.2101547802311128
COOBA,numpy/numpy,prefecthq/prefect,CP-cold-start,0.0121951219512195,0.073170731707317,0.1097560975609756,0.0353834945738491,0.044610039932511
COOBA,numpy/numpy,prefecthq/prefect,CP-transfer,0.0975609756097561,0.2926829268292683,0.3780487804878049,0.1320077870126391,0.1853474422668484
COOBA,prefecthq/prefect,mesonbuild/meson,WP-small,0.0634920634920634,0.1428571428571428,0.1851851851851851,0.0927013344769086,0.1016993655882544
COOBA,prefecthq/prefect,mesonbuild/meson,WP-large,0.0529100529100529,0.1375661375661375,0.2063492063492063,0.0878457610643717,0.0955924675929344
COOBA,prefecthq/prefect,mesonbuild/meson,CP-cold-start,0.0,0.0,0.0317460317460317,0.013982810676958,0.0129314454350387
COOBA,prefecthq/prefect,mesonbuild/meson,CP-transfer,0.037037037037037,0.1269841269841269,0.1693121693121693,0.0726643891872624,0.0800617798003048
COOBA,pydata/xarray,numpy/numpy,WP-small,0.0186335403726708,0.0683229813664596,0.093167701863354,0.0449284075924746,0.0512426587502061
COOBA,pydata/xarray,numpy/numpy,WP-large,0.0124223602484472,0.1055900621118012,0.1925465838509316,0.0667102927068271,0.0676818520118198
COOBA,pydata/xarray,numpy/numpy,CP-cold-start,0.0186335403726708,0.0372670807453416,0.0496894409937888,0.0229794511033575,0.0310733787773615
COOBA,pydata/xarray,numpy/numpy,CP-transfer,0.031055900621118,0.0683229813664596,0.1180124223602484,0.0584785522223242,0.0629288211265952
COOBA,numpy/numpy,pydata/xarray,WP-small,0.0,0.16,0.28,0.0787885724165523,0.0916465656192369
COOBA,numpy/numpy,pydata/xarray,WP-large,0.08,0.24,0.56,0.1776029689984663,0.2076472394707688
COOBA,numpy/numpy,pydata/xarray,CP-cold-start,0.0,0.0,0.04,0.0197298629139455,0.0199669234162244
COOBA,ipython/ipython,docker/compose,WP-small,0.1794871794871795,0.7264957264957265,0.8034188034188035,0.338681619075744,0.3890813559909377
COOBA,ipython/ipython,docker/compose,WP-large,0.2478632478632478,0.717948717948718,0.8547008547008547,0.3912934637143033,0.4569429469445347
COOBA,ipython/ipython,docker/compose,CP-cold-start,0.0256410256410256,0.0769230769230769,0.094017094017094,0.0221797521367862,0.0565344055867428
COOBA,numpy/numpy,pydata/xarray,CP-transfer,0.08,0.36,0.68,0.205418166619637,0.2354799019454192
COOBA,ipython/ipython,docker/compose,CP-transfer,0.1794871794871795,0.6581196581196581,0.811965811965812,0.3109743008141516,0.3592563292085003
COOBA,docker/compose,ipython/ipython,WP-small,0.0059171597633136,0.059171597633136,0.1183431952662721,0.0395781233412119,0.0475189451449146
COOBA,docker/compose,ipython/ipython,WP-large,0.0473372781065088,0.1479289940828402,0.2189349112426035,0.0910294957843592,0.1103206499779037
COOBA,docker/compose,ipython/ipython,CP-cold-start,0.0,0.0118343195266272,0.0118343195266272,0.0054341401107096,0.0067746324800558
COOBA,docker/compose,ipython/ipython,CP-transfer,0.0059171597633136,0.059171597633136,0.1420118343195266,0.0421672197871176,0.0497208115852097
COOBA,ipython/ipython,qiskit/qiskit,WP-small,0.0441176470588235,0.1580882352941176,0.2095588235294117,0.078274556979472,0.1005183133250363
COOBA,ipython/ipython,qiskit/qiskit,WP-large,0.0588235294117647,0.2095588235294117,0.2757352941176471,0.0996006509754796,0.1326760407717387
COOBA,wagtail/wagtail,docker/compose,WP-small,0.0256410256410256,0.6837606837606838,0.7948717948717948,0.2624577400090385,0.2792144706879006
COOBA,wagtail/wagtail,docker/compose,WP-large,0.2564102564102564,0.7521367521367521,0.8632478632478633,0.3881817842521189,0.4503980399205863
COOBA,ipython/ipython,qiskit/qiskit,CP-cold-start,0.0183823529411764,0.0661764705882353,0.0955882352941176,0.0353785351239178,0.04682301505189
COOBA,wagtail/wagtail,docker/compose,CP-cold-start,0.0085470085470085,0.1025641025641025,0.2991452991452991,0.0794795200544545,0.0843291748018046
COOBA,wagtail/wagtail,docker/compose,CP-transfer,0.0256410256410256,0.4786324786324786,0.7350427350427351,0.2002098559944082,0.2050056299478199
COOBA,ipython/ipython,qiskit/qiskit,CP-transfer,0.0551470588235294,0.1948529411764706,0.2683823529411764,0.0894739366040291,0.1159179136497397
COOBA,numpy/numpy,scikit-learn/scikit-learn,WP-small,0.0,0.0217391304347826,0.0652173913043478,0.0266873821824821,0.0281459276167514
COOBA,numpy/numpy,scikit-learn/scikit-learn,WP-large,0.0,0.0217391304347826,0.0434782608695652,0.0224304733542343,0.0211370124803891
COOBA,numpy/numpy,scikit-learn/scikit-learn,CP-cold-start,0.0217391304347826,0.0217391304347826,0.0434782608695652,0.0282496360526798,0.0294244502596445
COOBA,numpy/numpy,scikit-learn/scikit-learn,CP-transfer,0.0,0.0,0.0,0.0080908244441707,0.0072960815777268
COOBA,scikit-learn/scikit-learn,numpy/numpy,WP-small,0.031055900621118,0.093167701863354,0.1801242236024844,0.0704607008172774,0.0786873408073392
BLAZE,lightning-ai/lightning,ipython/ipython,WP-small,0.2426,0.4024,0.5266,0.2925,0.3312
BLAZE,jupyterlab/jupyterlab,qiskit/qiskit,CP-transfer,0.2574,0.5478,0.636,0.3276,0.3988
BLAZE,lightning-ai/lightning,ipython/ipython,WP-large,0.3491,0.6509,0.7278,0.414,0.4784
BLAZE,qiskit/qiskit,jupyterlab/jupyterlab,WP-small,0.025,0.025,0.05,0.0456,0.0452
BLAZE,lightning-ai/lightning,ipython/ipython,CP-cold-start,0.1657,0.3018,0.355,0.2014,0.2355
BLAZE,qiskit/qiskit,jupyterlab/jupyterlab,WP-large,0.325,0.55,0.65,0.355,0.4433
BLAZE,lightning-ai/lightning,ipython/ipython,CP-transfer,0.2604,0.4911,0.5858,0.3172,0.376
